type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2024-03-09 20:43:28,45.65171533,13.77316419,3.79,43.499,,1.200,315,21,42,,
T,2024-03-09 20:43:29,45.65172913,13.77316300,3.79,43.991,,1.750,3,21,42,,
T,2024-03-09 20:43:30,45.65173938,13.77315258,3.79,44.226,,1.330,336,21,42,,
T,2024-03-09 20:43:31,45.65174925,13.77314560,3.79,44.040,,1.260,354,22,42,,
T,2024-03-09 20:43:32,45.65175950,13.77313985,3.79,45.169,,1.240,350,21,42,,
T,2024-03-09 20:43:33,45.65177076,13.77313270,3.79,45.295,,1.240,346,21,42,,
T,2024-03-09 20:43:34,45.65178153,13.77312647,3.79,45.726,,1.270,351,22,42,,
T,2024-03-09 20:43:35,45.65179034,13.77311310,3.79,45.607,,1.300,328,22,42,,
T,2024-03-09 20:43:36,45.65179884,13.77309481,3.79,46.353,,1.230,326,21,42,,
T,2024-03-09 20:43:37,45.65180391,13.77307278,3.79,47.054,,1.250,313,23,42,,
T,2024-03-09 20:43:38,45.65180514,13.77304596,3.79,47.479,,1.350,289,24,42,,
T,2024-03-09 20:43:39,45.65180611,13.77302319,3.79,47.969,,1.260,281,24,42,,
T,2024-03-09 20:43:40,45.65180994,13.77300373,3.79,47.983,,1.250,301,24,42,,
T,2024-03-09 20:43:41,45.65181259,13.77298501,3.91,47.629,,1.250,286,24,42,,
T,2024-03-09 20:43:42,45.65181850,13.77296825,4.07,47.672,,1.250,299,24,42,,
T,2024-03-09 20:43:43,45.65182521,13.77295269,4.16,48.241,,1.210,306,21,42,,
T,2024-03-09 20:43:44,45.65182980,13.77293469,4.26,48.229,,1.250,292,20,42,,
T,2024-03-09 20:43:45,45.65183575,13.77291596,4.02,48.006,,1.270,304,19,42,,
T,2024-03-09 20:43:46,45.65183981,13.77289673,4.06,47.823,,1.290,284,20,42,,
T,2024-03-09 20:43:47,45.65184359,13.77288008,4.00,48.330,,1.170,285,19,42,,
T,2024-03-09 20:43:48,45.65184997,13.77286288,3.94,47.946,,1.290,307,20,42,,
T,2024-03-09 20:43:49,45.65185554,13.77284604,3.99,47.896,,1.190,304,22,42,,
T,2024-03-09 20:43:50,45.65186028,13.77282943,3.98,47.162,,1.200,303,22,42,,
T,2024-03-09 20:43:51,45.65186839,13.77281730,4.02,46.746,,1.260,325,22,42,,
T,2024-03-09 20:43:52,45.65187466,13.77280267,4.04,47.057,,1.250,308,20,42,,
T,2024-03-09 20:43:53,45.65188045,13.77278819,4.13,46.363,,1.190,307,20,42,,
T,2024-03-09 20:43:54,45.65188282,13.77277112,4.19,45.723,,1.260,300,20,42,,
T,2024-03-09 20:43:55,45.65188574,13.77275244,4.27,46.392,,1.220,297,20,42,,
T,2024-03-09 20:43:56,45.65188976,13.77273217,4.31,46.616,,1.250,300,23,42,,
T,2024-03-09 20:43:57,45.65189498,13.77271310,4.39,46.999,,1.250,305,23,41,,
T,2024-03-09 20:43:58,45.65190117,13.77269454,4.48,47.062,,1.220,306,23,41,,
T,2024-03-09 20:43:59,45.65190095,13.77267395,4.54,47.033,,1.240,292,23,41,,
T,2024-03-09 20:44:00,45.65190611,13.77265551,4.59,47.254,,1.370,313,23,41,,
T,2024-03-09 20:44:01,45.65190754,13.77263699,4.67,47.409,,1.240,297,23,41,,
T,2024-03-09 20:44:02,45.65190797,13.77261755,4.68,47.394,,1.190,299,22,41,,
T,2024-03-09 20:44:03,45.65190504,13.77259803,4.75,47.429,,1.190,287,22,41,,
T,2024-03-09 20:44:04,45.65190226,13.77257761,4.75,47.591,,1.190,287,21,41,,
T,2024-03-09 20:44:05,45.65189723,13.77255867,4.55,47.425,,1.200,277,21,41,,
T,2024-03-09 20:44:06,45.65189515,13.77254245,4.51,47.725,,1.120,272,20,41,,
T,2024-03-09 20:44:07,45.65188782,13.77252462,4.57,48.054,,1.310,256,20,41,,
T,2024-03-09 20:44:08,45.65188260,13.77250823,4.68,48.078,,1.210,262,22,41,,
T,2024-03-09 20:44:09,45.65188057,13.77249031,4.82,48.920,,1.240,269,24,41,,
T,2024-03-09 20:44:10,45.65187646,13.77247228,4.68,49.218,,1.260,266,25,41,,
T,2024-03-09 20:44:11,45.65187140,13.77245474,4.72,49.365,,1.220,267,25,41,,
T,2024-03-09 20:44:12,45.65186362,13.77243849,4.85,49.054,,1.230,264,25,41,,
T,2024-03-09 20:44:13,45.65185383,13.77242224,4.69,48.777,,1.280,247,25,40,,
T,2024-03-09 20:44:14,45.65184215,13.77240837,4.52,49.009,,1.280,231,25,40,,
T,2024-03-09 20:44:15,45.65183141,13.77239293,4.46,49.052,,1.220,240,25,40,,
T,2024-03-09 20:44:16,45.65182155,13.77237595,4.37,49.575,,1.220,240,25,40,,
T,2024-03-09 20:44:17,45.65181189,13.77236298,4.39,49.931,,1.220,233,25,40,,
T,2024-03-09 20:44:18,45.65180089,13.77234741,4.36,50.041,,1.210,238,25,40,,
T,2024-03-09 20:44:19,45.65179234,13.77233205,4.43,50.611,,1.200,244,25,40,,
T,2024-03-09 20:44:20,45.65178151,13.77231697,4.24,50.436,,1.130,234,24,40,,
T,2024-03-09 20:44:21,45.65177034,13.77230407,4.31,50.514,,1.290,224,24,42,,
T,2024-03-09 20:44:22,45.65175828,13.77229023,4.34,50.003,,1.240,232,24,42,,
T,2024-03-09 20:44:23,45.65174951,13.77227590,4.43,48.994,,1.190,238,24,42,,
T,2024-03-09 20:44:24,45.65174172,13.77225914,4.42,48.692,,1.250,243,24,42,,
T,2024-03-09 20:44:25,45.65173506,13.77224156,4.63,48.093,,1.210,257,23,42,,
T,2024-03-09 20:44:26,45.65172503,13.77222661,4.54,48.289,,1.220,236,24,42,,
T,2024-03-09 20:44:27,45.65171623,13.77221163,4.49,48.090,,1.160,241,23,42,,
T,2024-03-09 20:44:28,45.65170698,13.77219744,4.58,47.794,,1.120,229,24,42,,
T,2024-03-09 20:44:29,45.65169827,13.77218432,4.77,47.938,,1.160,225,24,42,,
T,2024-03-09 20:44:30,45.65168950,13.77216903,4.53,48.127,,1.260,230,24,42,,
T,2024-03-09 20:44:31,45.65168085,13.77215570,4.71,48.671,,1.170,233,24,42,,
T,2024-03-09 20:44:32,45.65167149,13.77214214,4.52,49.468,,1.180,228,24,42,,
T,2024-03-09 20:44:33,45.65166210,13.77212630,4.07,49.297,,1.200,219,24,42,,
T,2024-03-09 20:44:34,45.65164970,13.77211947,4.32,48.791,,1.230,199,24,42,,
T,2024-03-09 20:44:35,45.65164117,13.77210887,4.64,49.036,,0.950,212,24,42,,
T,2024-03-09 20:44:36,45.65163122,13.77209566,4.45,48.947,,1.240,215,25,42,,
T,2024-03-09 20:44:37,45.65162125,13.77208496,4.79,49.089,,1.180,212,26,42,,
T,2024-03-09 20:44:38,45.65161537,13.77207282,4.74,48.496,,0.600,222,26,42,,
T,2024-03-09 20:44:39,45.65160523,13.77205755,4.25,48.940,,1.090,218,26,42,,
T,2024-03-09 20:44:40,45.65159271,13.77204406,4.35,48.327,,1.140,207,26,42,,
T,2024-03-09 20:44:41,45.65158280,13.77202954,4.04,48.241,,1.130,223,26,42,,
T,2024-03-09 20:44:42,45.65157908,13.77201274,3.84,48.923,,1.000,242,26,42,,
T,2024-03-09 20:44:43,45.65157591,13.77199871,3.79,47.651,,0.820,253,26,42,,
T,2024-03-09 20:44:44,45.65157346,13.77198102,3.79,47.776,,1.250,255,26,42,,
T,2024-03-09 20:44:45,45.65156923,13.77196385,3.79,47.213,,1.140,247,26,42,,
T,2024-03-09 20:44:46,45.65155473,13.77194068,3.79,46.765,,1.730,221,26,42,,
T,2024-03-09 20:44:47,45.65154278,13.77193071,3.79,46.719,,1.160,212,25,42,,
T,2024-03-09 20:44:48,45.65153591,13.77192807,3.79,46.444,,0.960,216,24,42,,
T,2024-03-09 20:44:49,45.65152597,13.77191899,3.79,46.621,,1.390,221,24,41,,
T,2024-03-09 20:44:50,45.65152343,13.77191060,3.79,46.857,,1.010,237,27,41,,
T,2024-03-09 20:44:51,45.65153736,13.77189439,3.79,47.048,,1.790,302,27,41,,
T,2024-03-09 20:44:52,45.65155000,13.77188611,3.79,47.318,,1.210,325,27,41,,
T,2024-03-09 20:44:53,45.65155756,13.77187954,3.79,47.386,,0.980,316,27,41,,
T,2024-03-09 20:44:54,45.65156148,13.77186557,3.79,47.745,,1.170,293,26,41,,
T,2024-03-09 20:44:55,45.65156761,13.77185285,3.79,48.405,,1.110,302,26,41,,
T,2024-03-09 20:44:56,45.65157140,13.77183777,3.79,48.098,,1.230,275,25,42,,
T,2024-03-09 20:44:57,45.65157275,13.77182619,3.79,47.749,,1.140,258,25,42,,
T,2024-03-09 20:44:58,45.65157108,13.77181233,3.79,47.227,,1.170,262,26,42,,
T,2024-03-09 20:44:59,45.65156226,13.77179885,3.79,47.234,,1.560,237,26,42,,
T,2024-03-09 20:45:00,45.65154369,13.77178654,3.79,47.795,,2.000,213,26,42,,
T,2024-03-09 20:45:01,45.65152798,13.77178112,3.79,47.297,,1.590,208,26,42,,
T,2024-03-09 20:45:02,45.65151801,13.77177163,3.79,46.722,,1.480,219,26,42,,
T,2024-03-09 20:45:03,45.65150989,13.77176252,3.79,45.909,,1.210,231,26,42,,
T,2024-03-09 20:45:04,45.65150287,13.77175289,3.79,45.952,,1.140,233,25,41,,
T,2024-03-09 20:45:05,45.65149184,13.77174644,3.79,46.121,,1.340,209,22,41,,
T,2024-03-09 20:45:06,45.65148082,13.77174208,3.79,46.629,,1.200,210,21,41,,
T,2024-03-09 20:45:07,45.65147119,13.77173422,3.79,47.656,,1.190,225,22,41,,
T,2024-03-09 20:45:08,45.65145942,13.77172781,3.79,47.179,,1.290,210,23,40,,
T,2024-03-09 20:45:09,45.65144718,13.77172184,3.86,47.463,,1.220,213,22,40,,
T,2024-03-09 20:45:10,45.65143311,13.77171867,3.87,48.270,,1.420,192,22,40,,
T,2024-03-09 20:45:11,45.65142052,13.77171610,3.96,48.607,,1.230,190,21,40,,
T,2024-03-09 20:45:12,45.65141022,13.77171283,3.96,49.073,,1.050,215,22,40,,
T,2024-03-09 20:45:13,45.65140210,13.77170609,4.22,49.795,,0.960,218,21,40,,
T,2024-03-09 20:45:14,45.65138984,13.77170453,4.18,50.829,,1.140,191,22,40,,
T,2024-03-09 20:45:15,45.65137728,13.77169971,4.07,51.243,,1.240,212,22,40,,
T,2024-03-09 20:45:16,45.65136743,13.77169287,4.00,51.299,,1.020,214,22,40,,
T,2024-03-09 20:45:17,45.65135588,13.77168841,3.82,51.312,,1.170,200,22,40,,
T,2024-03-09 20:45:18,45.65134385,13.77168377,3.79,51.341,,1.150,202,21,40,,
T,2024-03-09 20:45:19,45.65133169,13.77167979,3.80,51.462,,1.130,204,20,40,,
T,2024-03-09 20:45:20,45.65132027,13.77167393,3.90,51.525,,1.170,213,20,40,,
T,2024-03-09 20:45:21,45.65130957,13.77166715,3.91,51.520,,1.120,215,19,42,,
T,2024-03-09 20:45:22,45.65129802,13.77166159,3.81,51.498,,1.160,204,21,42,,
T,2024-03-09 20:45:23,45.65128675,13.77165952,3.79,51.500,,1.100,198,22,42,,
T,2024-03-09 20:45:24,45.65127476,13.77166007,3.81,51.364,,1.090,194,22,42,,
T,2024-03-09 20:45:25,45.65126227,13.77166123,3.79,51.588,,1.080,200,23,42,,
T,2024-03-09 20:45:26,45.65124923,13.77165883,3.79,51.438,,1.140,201,23,42,,
T,2024-03-09 20:45:27,45.65123753,13.77165516,3.79,50.920,,1.050,201,24,42,,
T,2024-03-09 20:45:28,45.65122615,13.77165134,3.79,50.911,,1.050,198,26,42,,
T,2024-03-09 20:45:29,45.65121510,13.77164878,3.79,50.879,,1.060,188,25,42,,
T,2024-03-09 20:45:30,45.65121228,13.77164943,3.79,50.780,,0.250,155,26,42,,
T,2024-03-09 20:45:31,45.65121752,13.77166048,3.79,50.273,,1.160,57,27,42,,
T,2024-03-09 20:45:32,45.65121670,13.77166998,3.79,49.702,,0.740,97,27,42,,
T,2024-03-09 20:45:33,45.65119659,13.77165908,3.79,49.800,,1.400,201,26,42,,
T,2024-03-09 20:45:34,45.65117691,13.77164238,3.79,51.148,,1.640,210,24,42,,
T,2024-03-09 20:45:35,45.65115992,13.77163065,3.79,51.816,,1.510,209,24,42,,
T,2024-03-09 20:45:36,45.65114253,13.77162150,3.79,51.781,,1.530,204,23,42,,
T,2024-03-09 20:45:37,45.65112531,13.77161267,3.79,51.839,,1.530,205,23,42,,
T,2024-03-09 20:45:38,45.65111041,13.77160536,3.79,51.901,,1.430,204,21,42,,
T,2024-03-09 20:45:39,45.65109484,13.77160105,3.79,51.554,,1.490,194,21,42,,
T,2024-03-09 20:45:40,45.65107990,13.77159628,3.79,51.427,,1.410,198,22,42,,
T,2024-03-09 20:45:41,45.65106545,13.77158993,3.79,51.476,,1.430,200,21,42,,
T,2024-03-09 20:45:42,45.65104992,13.77158584,3.79,50.175,,1.420,200,22,42,,
T,2024-03-09 20:45:43,45.65103607,13.77158092,3.79,51.073,,1.400,204,23,42,,
T,2024-03-09 20:45:44,45.65102117,13.77157319,3.79,50.992,,1.420,217,22,42,,
T,2024-03-09 20:45:45,45.65100656,13.77156249,3.79,50.284,,1.400,210,24,42,,
T,2024-03-09 20:45:46,45.65099031,13.77155976,3.79,50.665,,1.490,193,24,42,,
T,2024-03-09 20:45:47,45.65097786,13.77155285,3.79,52.425,,1.310,207,23,42,,
T,2024-03-09 20:45:48,45.65096424,13.77154539,3.79,52.898,,1.370,206,22,42,,
T,2024-03-09 20:45:49,45.65095038,13.77153616,3.79,53.119,,1.400,217,22,42,,
T,2024-03-09 20:45:50,45.65093437,13.77153070,3.79,53.145,,1.390,203,22,42,,
T,2024-03-09 20:45:51,45.65091881,13.77152366,3.79,52.797,,1.410,205,21,42,,
T,2024-03-09 20:45:52,45.65090544,13.77151697,3.79,52.683,,1.320,202,19,42,,
T,2024-03-09 20:45:53,45.65088952,13.77151121,3.79,51.919,,1.390,206,19,42,,
T,2024-03-09 20:45:54,45.65087229,13.77150881,3.79,51.776,,1.410,199,20,42,,
T,2024-03-09 20:45:55,45.65085794,13.77150499,3.79,52.047,,1.300,196,21,42,,
T,2024-03-09 20:45:56,45.65084445,13.77150210,3.79,52.629,,1.250,196,21,42,,
T,2024-03-09 20:45:57,45.65083133,13.77149596,3.79,52.506,,1.330,213,25,42,,
T,2024-03-09 20:45:58,45.65081524,13.77148941,3.79,51.871,,1.340,204,26,42,,
T,2024-03-09 20:45:59,45.65080274,13.77147635,3.82,51.427,,1.410,222,26,42,,
T,2024-03-09 20:46:00,45.65078668,13.77146640,3.79,51.074,,1.540,205,25,42,,
T,2024-03-09 20:46:01,45.65077468,13.77145328,3.82,51.448,,1.410,218,25,42,,
T,2024-03-09 20:46:02,45.65076376,13.77144218,3.99,51.120,,1.390,216,25,42,,
T,2024-03-09 20:46:03,45.65075532,13.77142753,4.03,51.003,,1.400,228,22,42,,
T,2024-03-09 20:46:04,45.65074952,13.77141205,3.94,50.531,,1.190,231,19,42,,
T,2024-03-09 20:46:05,45.65073919,13.77139798,3.94,50.231,,1.490,206,20,42,,
T,2024-03-09 20:46:06,45.65072700,13.77138788,3.91,50.083,,1.370,190,21,42,,
T,2024-03-09 20:46:07,45.65071521,13.77138585,4.13,49.672,,1.430,189,22,42,,
T,2024-03-09 20:46:08,45.65070493,13.77137924,4.30,49.476,,1.250,204,22,42,,
T,2024-03-09 20:46:09,45.65069362,13.77137411,4.15,49.972,,1.280,196,22,42,,
T,2024-03-09 20:46:10,45.65068202,13.77137172,4.03,49.997,,1.140,193,22,42,,
T,2024-03-09 20:46:11,45.65067160,13.77136888,4.23,49.890,,1.050,192,22,42,,
T,2024-03-09 20:46:12,45.65066137,13.77136410,4.30,49.769,,1.020,197,21,41,,
T,2024-03-09 20:46:13,45.65065050,13.77135652,3.96,49.344,,1.050,203,21,41,,
T,2024-03-09 20:46:14,45.65063798,13.77134631,3.93,49.294,,1.100,207,20,41,,
T,2024-03-09 20:46:15,45.65062736,13.77133348,3.79,48.377,,1.220,216,19,41,,
T,2024-03-09 20:46:16,45.65061425,13.77132460,3.79,48.826,,1.290,200,19,41,,
T,2024-03-09 20:46:17,45.65060607,13.77131642,3.79,47.384,,1.000,208,19,41,,
T,2024-03-09 20:46:18,45.65059762,13.77130419,3.90,46.518,,1.200,223,20,42,,
T,2024-03-09 20:46:19,45.65059603,13.77128577,3.79,43.752,,1.290,269,20,42,,
T,2024-03-09 20:46:20,45.65059161,13.77127852,3.79,43.426,,0.620,221,20,42,,
T,2024-03-09 20:46:21,45.65058531,13.77126836,3.79,42.401,,0.970,238,20,42,,
T,2024-03-09 20:46:22,45.65057563,13.77125420,3.79,41.761,,1.430,229,20,42,,
T,2024-03-09 20:46:23,45.65056441,13.77124826,3.82,42.199,,1.110,212,19,42,,
T,2024-03-09 20:46:24,45.65055443,13.77124300,3.98,41.495,,1.080,222,20,42,,
T,2024-03-09 20:46:25,45.65054526,13.77123152,4.18,41.209,,1.290,232,19,42,,
T,2024-03-09 20:46:26,45.65054046,13.77122907,4.25,41.009,,0.260,234,19,41,,
T,2024-03-09 20:46:27,45.65053054,13.77122237,4.38,41.649,,1.210,225,18,41,,
T,2024-03-09 20:46:28,45.65052452,13.77122026,4.35,42.497,,0.450,232,18,41,,
T,2024-03-09 20:46:29,45.65051016,13.77121445,4.10,43.695,,1.520,214,18,41,,
T,2024-03-09 20:46:30,45.65049789,13.77121356,3.94,44.748,,0.770,209,18,41,,
T,2024-03-09 20:46:31,45.65048561,13.77121127,4.15,44.922,,0.970,210,17,41,,
T,2024-03-09 20:46:32,45.65046919,13.77120225,4.18,45.737,,1.630,216,17,41,,
T,2024-03-09 20:46:33,45.65045454,13.77119737,4.09,46.386,,1.370,205,17,41,,
T,2024-03-09 20:46:34,45.65043850,13.77120184,4.17,46.985,,1.520,177,17,41,,
T,2024-03-09 20:46:35,45.65042411,13.77121202,4.09,47.958,,1.340,169,17,41,,
T,2024-03-09 20:46:36,45.65041858,13.77122250,4.50,49.444,,0.920,160,17,41,,
T,2024-03-09 20:46:37,45.65041035,13.77123068,4.64,49.711,,1.100,170,17,41,,
T,2024-03-09 20:46:38,45.65039964,13.77123068,4.45,50.209,,1.100,194,18,41,,
T,2024-03-09 20:46:39,45.65039041,13.77122856,4.21,50.822,,1.010,197,20,40,,
T,2024-03-09 20:46:40,45.65037905,13.77122872,4.11,50.138,,0.990,188,20,40,,
T,2024-03-09 20:46:41,45.65036726,13.77122385,3.87,50.466,,1.080,201,20,40,,
T,2024-03-09 20:46:42,45.65036046,13.77120938,3.95,51.525,,1.210,234,21,40,,
T,2024-03-09 20:46:43,45.65035770,13.77119040,3.92,51.637,,1.120,258,22,40,,
T,2024-03-09 20:46:44,45.65035439,13.77117319,3.82,51.837,,1.060,250,22,40,,
T,2024-03-09 20:46:45,45.65034948,13.77115913,3.79,51.473,,1.040,235,22,40,,
T,2024-03-09 20:46:46,45.65034328,13.77114852,3.79,51.755,,1.050,222,22,40,,
T,2024-03-09 20:46:47,45.65033982,13.77113570,3.79,50.810,,1.020,220,22,40,,
T,2024-03-09 20:46:48,45.65032932,13.77111849,3.79,50.742,,1.230,212,23,40,,
T,2024-03-09 20:46:49,45.65032053,13.77110571,3.79,50.447,,1.160,228,23,40,,
T,2024-03-09 20:46:50,45.65031461,13.77108911,3.79,49.598,,1.130,243,24,40,,
T,2024-03-09 20:46:51,45.65031269,13.77106620,3.79,48.701,,1.140,258,24,40,,
T,2024-03-09 20:46:52,45.65030910,13.77104701,3.79,48.857,,1.210,248,24,40,,
T,2024-03-09 20:46:53,45.65030785,13.77102643,3.79,48.985,,1.300,270,24,40,,
T,2024-03-09 20:46:54,45.65031088,13.77100861,3.85,48.773,,1.030,267,24,40,,
T,2024-03-09 20:46:55,45.65031155,13.77099156,3.80,48.186,,1.120,266,24,40,,
T,2024-03-09 20:46:56,45.65031235,13.77097541,3.88,47.483,,1.070,264,24,42,,
T,2024-03-09 20:46:57,45.65031309,13.77095862,4.06,48.841,,1.070,281,23,42,,
T,2024-03-09 20:46:58,45.65031245,13.77094484,4.15,48.573,,0.980,278,24,42,,
T,2024-03-09 20:46:59,45.65030882,13.77093069,4.17,46.544,,1.010,261,24,42,,
T,2024-03-09 20:47:00,45.65030559,13.77091608,4.30,45.184,,0.990,268,24,42,,
T,2024-03-09 20:47:01,45.65030491,13.77090123,4.38,44.441,,0.980,277,22,42,,
T,2024-03-09 20:47:02,45.65030415,13.77088050,4.99,45.231,,1.300,276,22,42,,
T,2024-03-09 20:47:03,45.65030432,13.77085637,6.13,44.427,,1.470,275,23,42,,
T,2024-03-09 20:47:04,45.65030733,13.77083421,6.10,44.232,,1.420,284,24,42,,
T,2024-03-09 20:47:05,45.65031472,13.77081484,6.49,45.112,,1.450,299,25,42,,
T,2024-03-09 20:47:06,45.65032781,13.77079926,6.87,45.490,,1.570,320,26,42,,
T,2024-03-09 20:47:07,45.65034107,13.77078523,6.82,46.642,,1.460,318,26,42,,
T,2024-03-09 20:47:08,45.65035130,13.77077346,6.91,48.329,,1.410,320,26,42,,
T,2024-03-09 20:47:09,45.65036088,13.77076201,6.90,49.277,,1.400,325,25,42,,
T,2024-03-09 20:47:10,45.65036835,13.77075108,6.94,49.174,,1.390,319,25,42,,
T,2024-03-09 20:47:11,45.65037707,13.77073710,6.90,50.153,,1.380,321,25,42,,
T,2024-03-09 20:47:12,45.65037793,13.77071662,6.88,48.904,,1.780,272,25,42,,
T,2024-03-09 20:47:13,45.65038176,13.77069891,6.95,49.144,,1.440,291,25,42,,
T,2024-03-09 20:47:14,45.65038826,13.77068369,7.05,49.906,,1.360,296,25,42,,
T,2024-03-09 20:47:15,45.65039277,13.77067089,7.17,51.366,,1.230,294,25,42,,
T,2024-03-09 20:47:16,45.65039772,13.77065542,7.42,51.909,,1.330,297,25,42,,
T,2024-03-09 20:47:17,45.65040657,13.77064187,7.65,51.808,,1.420,321,25,42,,
T,2024-03-09 20:47:18,45.65040593,13.77062033,7.46,50.855,,1.690,278,25,42,,
T,2024-03-09 20:47:19,45.65040214,13.77060217,7.32,50.695,,1.360,258,25,42,,
T,2024-03-09 20:47:20,45.65040111,13.77058850,7.16,51.159,,1.260,262,24,42,,
T,2024-03-09 20:47:21,45.65040223,13.77057201,7.12,51.604,,1.310,276,23,42,,
T,2024-03-09 20:47:22,45.65040129,13.77055554,6.95,52.680,,1.320,260,25,42,,
T,2024-03-09 20:47:23,45.65040228,13.77053944,6.93,53.459,,1.330,276,25,42,,
T,2024-03-09 20:47:24,45.65040267,13.77052326,6.95,54.337,,1.290,267,25,42,,
T,2024-03-09 20:47:25,45.65040101,13.77050739,6.68,54.836,,1.280,257,25,42,,
T,2024-03-09 20:47:26,45.65040056,13.77049301,6.56,55.489,,1.280,263,24,42,,
T,2024-03-09 20:47:27,45.65040194,13.77047706,6.50,55.904,,1.270,270,23,42,,
T,2024-03-09 20:47:28,45.65040417,13.77046175,6.41,56.382,,1.250,271,23,42,,
T,2024-03-09 20:47:29,45.65040515,13.77044662,6.04,57.682,,1.220,268,20,42,,
T,2024-03-09 20:47:30,45.65040521,13.77043265,5.89,57.623,,1.220,266,20,42,,
T,2024-03-09 20:47:31,45.65040250,13.77041477,5.95,57.121,,1.240,265,20,42,,
T,2024-03-09 20:47:32,45.65039625,13.77038946,6.10,57.149,,1.310,277,21,42,,
T,2024-03-09 20:47:33,45.65038757,13.77036564,6.27,56.342,,1.250,268,22,42,,
T,2024-03-09 20:47:34,45.65037753,13.77034109,6.10,55.934,,1.270,256,24,42,,
T,2024-03-09 20:47:35,45.65036118,13.77031512,5.95,54.563,,1.260,259,25,42,,
T,2024-03-09 20:47:36,45.65035082,13.77029056,5.87,55.458,,1.270,260,25,42,,
T,2024-03-09 20:47:37,45.65034245,13.77026851,5.78,55.177,,1.260,262,25,42,,
T,2024-03-09 20:47:38,45.65033709,13.77024784,5.75,55.154,,1.260,272,25,42,,
T,2024-03-09 20:47:39,45.65033141,13.77022854,5.74,54.934,,1.290,256,25,42,,
T,2024-03-09 20:47:40,45.65032794,13.77020999,5.77,55.282,,1.270,264,24,42,,
T,2024-03-09 20:47:41,45.65032174,13.77019008,5.70,55.405,,1.280,252,23,42,,
T,2024-03-09 20:47:42,45.65031541,13.77017077,5.64,56.196,,1.230,255,23,42,,
T,2024-03-09 20:47:43,45.65030580,13.77015409,5.58,55.409,,1.190,246,22,42,,
T,2024-03-09 20:47:44,45.65030074,13.77013563,5.59,55.257,,1.260,259,22,42,,
T,2024-03-09 20:47:45,45.65029357,13.77011831,5.35,55.905,,1.190,264,22,42,,
T,2024-03-09 20:47:46,45.65028668,13.77010060,5.34,56.085,,1.210,263,22,42,,
T,2024-03-09 20:47:47,45.65028446,13.77008014,5.19,55.936,,1.300,273,22,42,,
T,2024-03-09 20:47:48,45.65027880,13.77005984,5.15,55.684,,1.290,254,22,42,,
T,2024-03-09 20:47:49,45.65027056,13.77004196,5.00,55.586,,1.210,255,19,42,,
T,2024-03-09 20:47:50,45.65026214,13.77002191,4.73,55.650,,1.280,263,21,42,,
T,2024-03-09 20:47:51,45.65025262,13.77000229,4.59,54.300,,1.260,250,21,42,,
T,2024-03-09 20:47:52,45.65024535,13.76998619,4.51,53.281,,1.250,247,22,42,,
T,2024-03-09 20:47:53,45.65023622,13.76997289,4.38,52.920,,1.330,233,22,42,,
T,2024-03-09 20:47:54,45.65022752,13.76995935,4.31,52.611,,1.170,243,22,42,,
T,2024-03-09 20:47:55,45.65021739,13.76994255,4.19,51.974,,1.370,238,22,41,,
T,2024-03-09 20:47:56,45.65020558,13.76992746,4.11,51.709,,1.460,233,21,41,,
T,2024-03-09 20:47:57,45.65019246,13.76991132,4.19,51.436,,1.510,231,21,41,,
T,2024-03-09 20:47:58,45.65018285,13.76989383,3.91,51.046,,1.500,244,22,41,,
T,2024-03-09 20:47:59,45.65017328,13.76987501,3.95,50.603,,1.430,244,23,41,,
T,2024-03-09 20:48:00,45.65016459,13.76985811,3.81,51.560,,1.430,247,22,41,,
T,2024-03-09 20:48:01,45.65015780,13.76984139,3.92,51.476,,1.430,254,24,41,,
T,2024-03-09 20:48:02,45.65015262,13.76982430,3.97,52.150,,1.430,255,24,40,,
T,2024-03-09 20:48:03,45.65014217,13.76980861,3.87,51.622,,1.420,246,24,40,,
T,2024-03-09 20:48:04,45.65013367,13.76979099,3.97,50.044,,1.420,258,23,40,,
T,2024-03-09 20:48:05,45.65012513,13.76977647,3.87,50.176,,1.420,240,21,40,,
T,2024-03-09 20:48:06,45.65012036,13.76976011,3.90,50.144,,1.400,248,23,40,,
T,2024-03-09 20:48:07,45.65011753,13.76974271,3.99,49.819,,1.370,250,22,40,,
T,2024-03-09 20:48:08,45.65011065,13.76972624,3.92,50.999,,1.460,240,22,40,,
T,2024-03-09 20:48:09,45.65010873,13.76970853,3.92,50.213,,1.540,267,22,40,,
T,2024-03-09 20:48:10,45.65010414,13.76969086,3.90,49.741,,1.450,249,22,40,,
T,2024-03-09 20:48:11,45.65009978,13.76967053,4.09,50.261,,1.410,255,22,40,,
T,2024-03-09 20:48:12,45.65009478,13.76965408,4.09,51.035,,1.440,242,21,40,,
T,2024-03-09 20:48:13,45.65008788,13.76963995,4.07,52.284,,1.420,234,21,40,,
T,2024-03-09 20:48:14,45.65008251,13.76961734,4.05,51.113,,1.510,248,21,40,,
T,2024-03-09 20:48:15,45.65007512,13.76959748,4.04,51.664,,1.480,241,21,40,,
T,2024-03-09 20:48:16,45.65006382,13.76957569,4.02,51.153,,1.460,236,21,39,,
T,2024-03-09 20:48:17,45.65005761,13.76955533,4.06,50.950,,1.470,250,21,40,,
