type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2024-03-09 20:28:57,45.65347699,13.78547729,3.79,67.272,,1.150,176,18,42,,
T,2024-03-09 20:28:58,45.65346602,13.78548434,3.79,67.667,,1.100,172,18,42,,
T,2024-03-09 20:28:59,45.65345425,13.78548627,3.79,67.450,,1.140,189,18,42,,
T,2024-03-09 20:29:00,45.65344296,13.78548568,3.79,67.150,,1.120,195,18,42,,
T,2024-03-09 20:29:01,45.65343235,13.78548395,3.79,67.609,,1.120,185,16,42,,
T,2024-03-09 20:29:02,45.65342248,13.78548024,3.79,67.972,,1.160,201,16,42,,
T,2024-03-09 20:29:03,45.65341306,13.78548665,3.79,67.855,,1.060,172,16,42,,
T,2024-03-09 20:29:04,45.65340440,13.78549496,3.79,67.675,,1.000,162,16,42,,
T,2024-03-09 20:29:05,45.65339769,13.78550454,3.79,68.194,,0.830,159,16,42,,
T,2024-03-09 20:29:06,45.65338874,13.78551355,3.79,68.070,,1.340,152,16,42,,
T,2024-03-09 20:29:07,45.65338037,13.78551978,3.79,67.536,,1.000,158,17,42,,
T,2024-03-09 20:29:08,45.65337050,13.78552015,3.79,67.831,,1.020,178,17,42,,
T,2024-03-09 20:29:09,45.65336203,13.78552139,3.79,67.552,,0.860,169,17,42,,
T,2024-03-09 20:29:10,45.65335078,13.78552449,3.79,68.109,,1.200,172,17,42,,
T,2024-03-09 20:29:11,45.65333984,13.78552317,3.79,68.702,,1.040,182,17,42,,
T,2024-03-09 20:29:12,45.65332933,13.78552391,3.79,68.982,,1.030,186,17,42,,
T,2024-03-09 20:29:13,45.65331867,13.78552604,3.79,69.472,,0.990,179,17,42,,
T,2024-03-09 20:29:14,45.65330786,13.78552677,3.79,69.375,,1.020,188,17,42,,
T,2024-03-09 20:29:15,45.65329817,13.78552718,3.79,69.203,,0.980,182,17,42,,
T,2024-03-09 20:29:16,45.65328854,13.78552642,3.79,68.927,,1.010,193,17,42,,
T,2024-03-09 20:29:17,45.65327977,13.78552614,3.79,68.706,,0.930,198,17,42,,
T,2024-03-09 20:29:18,45.65327010,13.78552603,3.79,68.690,,0.950,195,17,42,,
T,2024-03-09 20:29:19,45.65326067,13.78552924,3.79,68.117,,1.020,178,17,42,,
T,2024-03-09 20:29:20,45.65325211,13.78553586,3.79,67.911,,0.900,173,17,42,,
T,2024-03-09 20:29:21,45.65324269,13.78553960,3.79,68.058,,1.180,169,18,42,,
T,2024-03-09 20:29:22,45.65323276,13.78554315,3.79,67.894,,1.060,175,18,42,,
T,2024-03-09 20:29:23,45.65322245,13.78554570,3.79,67.751,,1.030,179,18,42,,
T,2024-03-09 20:29:24,45.65321014,13.78555065,3.88,67.231,,1.250,173,19,42,,
T,2024-03-09 20:29:25,45.65319801,13.78555817,10.88,67.773,,1.300,167,19,42,,
T,2024-03-09 20:29:26,45.65318503,13.78556596,10.91,67.447,,1.310,165,18,42,,
T,2024-03-09 20:29:27,45.65317425,13.78557028,10.73,66.119,,0.820,166,17,42,,
T,2024-03-09 20:29:28,45.65317053,13.78557593,10.83,66.142,,0.220,139,17,42,,
T,2024-03-09 20:29:29,45.65316096,13.78558760,10.78,65.347,,1.330,151,17,42,,
T,2024-03-09 20:29:30,45.65314781,13.78559644,10.83,66.157,,1.350,161,16,42,,
T,2024-03-09 20:29:31,45.65313776,13.78560124,10.70,65.441,,0.800,170,16,42,,
T,2024-03-09 20:29:32,45.65312860,13.78560602,10.76,65.979,,0.890,164,17,42,,
T,2024-03-09 20:29:33,45.65311832,13.78560773,10.79,66.568,,0.950,178,17,42,,
T,2024-03-09 20:29:34,45.65310800,13.78560984,10.94,67.567,,0.910,177,17,42,,
T,2024-03-09 20:29:35,45.65309514,13.78561507,10.87,67.340,,0.960,161,18,42,,
T,2024-03-09 20:29:36,45.65308268,13.78562265,10.99,67.914,,0.970,164,18,42,,
T,2024-03-09 20:29:37,45.65306814,13.78561852,11.23,68.112,,1.500,204,19,42,,
T,2024-03-09 20:29:38,45.65305325,13.78561320,11.25,68.268,,1.330,193,18,42,,
T,2024-03-09 20:29:39,45.65304038,13.78561603,11.40,68.185,,1.120,175,17,42,,
T,2024-03-09 20:29:40,45.65302747,13.78562058,11.29,68.449,,1.100,171,17,42,,
T,2024-03-09 20:29:41,45.65301447,13.78562359,11.33,68.868,,1.210,179,16,42,,
T,2024-03-09 20:29:42,45.65300303,13.78562695,11.38,69.926,,1.180,178,16,42,,
T,2024-03-09 20:29:43,45.65299367,13.78563213,11.10,70.951,,1.120,170,14,42,,
T,2024-03-09 20:29:44,45.65298440,13.78564468,11.00,71.794,,1.350,142,14,42,,
T,2024-03-09 20:29:45,45.65298095,13.78565537,10.80,73.475,,1.080,147,14,42,,
T,2024-03-09 20:29:46,45.65297499,13.78565821,10.72,74.286,,1.050,176,14,42,,
T,2024-03-09 20:29:47,45.65296838,13.78565658,10.59,73.305,,1.570,211,14,42,,
T,2024-03-09 20:29:48,45.65295608,13.78564825,10.85,72.490,,1.230,222,14,42,,
T,2024-03-09 20:29:49,45.65294574,13.78563861,10.81,73.533,,1.180,233,17,42,,
T,2024-03-09 20:29:50,45.65293926,13.78562801,10.38,72.706,,1.030,248,18,42,,
T,2024-03-09 20:29:51,45.65293282,13.78561801,10.30,73.736,,1.260,251,19,42,,
T,2024-03-09 20:29:52,45.65292715,13.78560189,10.30,74.861,,1.130,245,20,42,,
T,2024-03-09 20:29:53,45.65291857,13.78558771,10.35,75.624,,1.100,245,20,42,,
T,2024-03-09 20:29:54,45.65291154,13.78557500,10.27,75.775,,1.120,255,22,42,,
T,2024-03-09 20:29:55,45.65290795,13.78555628,10.32,75.357,,1.280,269,21,42,,
T,2024-03-09 20:29:56,45.65290692,13.78553945,10.20,76.312,,1.260,287,22,42,,
T,2024-03-09 20:29:57,45.65290624,13.78552049,10.12,76.855,,1.190,287,22,42,,
T,2024-03-09 20:29:58,45.65290806,13.78550909,10.03,77.764,,1.220,299,21,42,,
T,2024-03-09 20:29:59,45.65290846,13.78549248,9.94,78.960,,1.270,279,21,42,,
T,2024-03-09 20:30:00,45.65290596,13.78547260,9.94,80.143,,1.310,260,21,42,,
T,2024-03-09 20:30:01,45.65290345,13.78545912,9.98,80.205,,1.140,264,21,42,,
T,2024-03-09 20:30:02,45.65290682,13.78544490,9.95,81.298,,1.220,285,20,42,,
T,2024-03-09 20:30:03,45.65290811,13.78542711,9.94,80.940,,1.200,289,21,42,,
T,2024-03-09 20:30:04,45.65290969,13.78541408,9.94,81.794,,1.150,301,21,42,,
T,2024-03-09 20:30:05,45.65290897,13.78539713,9.94,83.031,,1.260,281,21,42,,
T,2024-03-09 20:30:06,45.65290549,13.78537992,9.94,83.327,,1.150,277,21,42,,
T,2024-03-09 20:30:07,45.65289929,13.78536018,9.94,82.172,,1.180,263,22,42,,
T,2024-03-09 20:30:08,45.65289137,13.78534123,9.94,80.530,,1.140,263,22,42,,
T,2024-03-09 20:30:09,45.65288103,13.78531955,9.94,79.059,,1.290,257,21,42,,
T,2024-03-09 20:30:10,45.65287511,13.78530042,9.94,79.420,,1.210,262,20,42,,
T,2024-03-09 20:30:11,45.65286955,13.78528095,9.94,79.317,,1.200,262,20,42,,
T,2024-03-09 20:30:12,45.65286548,13.78526210,9.94,80.587,,1.250,259,21,42,,
T,2024-03-09 20:30:13,45.65286339,13.78523986,9.94,80.983,,1.290,267,21,42,,
T,2024-03-09 20:30:14,45.65285931,13.78521697,9.94,82.055,,1.390,255,21,42,,
T,2024-03-09 20:30:15,45.65285386,13.78519954,9.94,82.875,,1.250,257,21,42,,
T,2024-03-09 20:30:16,45.65284889,13.78518249,9.94,84.146,,1.280,252,21,42,,
T,2024-03-09 20:30:17,45.65283826,13.78516797,9.94,82.686,,1.290,249,21,42,,
T,2024-03-09 20:30:18,45.65283229,13.78515028,9.94,82.595,,1.290,264,21,42,,
T,2024-03-09 20:30:19,45.65282906,13.78513233,9.94,82.635,,1.280,271,21,42,,
T,2024-03-09 20:30:20,45.65282608,13.78511520,9.94,82.120,,1.260,266,21,42,,
T,2024-03-09 20:30:21,45.65282337,13.78509915,9.94,82.334,,1.240,270,21,42,,
T,2024-03-09 20:30:22,45.65282087,13.78508293,9.94,83.368,,1.260,266,20,42,,
T,2024-03-09 20:30:23,45.65282005,13.78506478,9.94,83.931,,1.250,275,18,42,,
T,2024-03-09 20:30:24,45.65281233,13.78504945,9.94,83.423,,1.440,241,19,42,,
T,2024-03-09 20:30:25,45.65280803,13.78503274,9.94,83.018,,1.340,260,19,42,,
T,2024-03-09 20:30:26,45.65280318,13.78501490,9.94,82.534,,1.240,259,19,42,,
T,2024-03-09 20:30:27,45.65280062,13.78499737,9.94,81.476,,1.230,274,21,42,,
T,2024-03-09 20:30:28,45.65279761,13.78497921,9.94,80.584,,1.230,269,20,42,,
T,2024-03-09 20:30:29,45.65279412,13.78496213,9.94,81.449,,1.240,256,21,42,,
T,2024-03-09 20:30:30,45.65279122,13.78494223,9.94,82.538,,1.270,261,23,42,,
T,2024-03-09 20:30:31,45.65278749,13.78492567,9.94,83.309,,1.260,252,23,42,,
T,2024-03-09 20:30:32,45.65278499,13.78491029,9.94,84.752,,1.220,247,23,42,,
T,2024-03-09 20:30:33,45.65278191,13.78489470,9.94,85.172,,1.280,262,22,42,,
T,2024-03-09 20:30:34,45.65277767,13.78487756,9.94,85.878,,1.270,253,23,42,,
T,2024-03-09 20:30:35,45.65277442,13.78486492,9.94,85.781,,1.260,244,23,42,,
T,2024-03-09 20:30:36,45.65277253,13.78484867,9.94,87.143,,1.320,261,22,42,,
T,2024-03-09 20:30:37,45.65277183,13.78483155,9.94,87.548,,1.270,262,22,42,,
T,2024-03-09 20:30:38,45.65276966,13.78481258,9.94,88.188,,1.260,256,22,42,,
T,2024-03-09 20:30:39,45.65277022,13.78479381,9.94,88.507,,1.340,280,23,42,,
T,2024-03-09 20:30:40,45.65276646,13.78478015,9.94,87.695,,1.050,269,20,42,,
T,2024-03-09 20:30:41,45.65276243,13.78476046,9.94,88.211,,1.350,273,20,42,,
T,2024-03-09 20:30:42,45.65274887,13.78473952,9.94,87.560,,1.440,242,21,42,,
T,2024-03-09 20:30:43,45.65274159,13.78471768,9.94,87.649,,1.390,268,21,42,,
T,2024-03-09 20:30:44,45.65273488,13.78469897,9.94,87.349,,1.290,257,21,42,,
T,2024-03-09 20:30:45,45.65272446,13.78468164,9.94,86.473,,1.290,245,20,42,,
T,2024-03-09 20:30:46,45.65271476,13.78466294,9.94,84.526,,1.320,255,20,42,,
T,2024-03-09 20:30:47,45.65270784,13.78464463,9.94,83.448,,1.290,269,20,42,,
T,2024-03-09 20:30:48,45.65270129,13.78462508,9.94,82.609,,1.350,263,20,42,,
T,2024-03-09 20:30:49,45.65269388,13.78460608,9.94,81.957,,1.300,255,20,42,,
T,2024-03-09 20:30:50,45.65268461,13.78458756,9.94,81.505,,1.290,247,20,42,,
T,2024-03-09 20:30:51,45.65267802,13.78456885,9.94,81.098,,1.270,255,20,42,,
T,2024-03-09 20:30:52,45.65266726,13.78454973,9.94,81.451,,1.310,237,21,42,,
T,2024-03-09 20:30:53,45.65265958,13.78453337,9.94,81.639,,1.270,239,20,42,,
T,2024-03-09 20:30:54,45.65265513,13.78451836,9.94,82.075,,1.250,242,20,42,,
T,2024-03-09 20:30:55,45.65265099,13.78450167,9.94,83.087,,1.280,250,21,42,,
T,2024-03-09 20:30:56,45.65264724,13.78448613,9.94,83.430,,1.230,257,21,42,,
T,2024-03-09 20:30:57,45.65264386,13.78447040,9.94,83.536,,1.260,262,20,42,,
T,2024-03-09 20:30:58,45.65263868,13.78445468,9.94,84.691,,1.300,249,20,42,,
T,2024-03-09 20:30:59,45.65263392,13.78443755,9.94,85.657,,1.280,255,20,42,,
T,2024-03-09 20:31:00,45.65262721,13.78442166,9.94,85.456,,1.310,238,20,42,,
T,2024-03-09 20:31:01,45.65261868,13.78440819,9.94,85.027,,1.290,226,20,42,,
T,2024-03-09 20:31:02,45.65261188,13.78439259,9.94,86.292,,1.310,239,20,42,,
T,2024-03-09 20:31:03,45.65260584,13.78437645,9.94,87.118,,1.260,242,20,42,,
T,2024-03-09 20:31:04,45.65260251,13.78435941,9.94,87.597,,1.260,253,20,42,,
T,2024-03-09 20:31:05,45.65260656,13.78434142,9.94,88.678,,1.600,284,19,42,,
T,2024-03-09 20:31:06,45.65260767,13.78432385,9.94,89.384,,1.270,275,19,42,,
T,2024-03-09 20:31:07,45.65260391,13.78430879,9.94,91.133,,1.250,257,19,42,,
T,2024-03-09 20:31:08,45.65260383,13.78429115,9.94,91.234,,1.300,278,20,42,,
T,2024-03-09 20:31:09,45.65260199,13.78427338,9.94,90.801,,1.280,264,20,42,,
T,2024-03-09 20:31:10,45.65259884,13.78425560,9.94,91.204,,1.310,267,20,42,,
T,2024-03-09 20:31:11,45.65259490,13.78423845,9.94,91.896,,1.260,261,21,42,,
T,2024-03-09 20:31:12,45.65258975,13.78422012,9.94,90.553,,1.300,268,21,42,,
T,2024-03-09 20:31:13,45.65259048,13.78419998,9.94,89.282,,1.340,288,20,42,,
T,2024-03-09 20:31:14,45.65258790,13.78418331,9.94,87.840,,1.300,276,19,42,,
T,2024-03-09 20:31:15,45.65258713,13.78416654,9.94,87.842,,1.180,275,20,42,,
T,2024-03-09 20:31:16,45.65258934,13.78415069,9.94,86.924,,1.270,273,20,42,,
T,2024-03-09 20:31:17,45.65258921,13.78413512,9.94,86.518,,1.230,264,19,42,,
T,2024-03-09 20:31:18,45.65258422,13.78411910,9.94,86.952,,1.330,245,20,42,,
T,2024-03-09 20:31:19,45.65258044,13.78409772,9.94,84.822,,1.360,273,20,42,,
T,2024-03-09 20:31:20,45.65257500,13.78407526,9.94,83.619,,1.360,268,20,42,,
T,2024-03-09 20:31:21,45.65256676,13.78405642,9.94,82.677,,1.260,253,19,42,,
T,2024-03-09 20:31:22,45.65255884,13.78403678,9.94,81.860,,1.260,254,21,42,,
T,2024-03-09 20:31:23,45.65255421,13.78401620,9.94,80.704,,1.300,267,21,42,,
T,2024-03-09 20:31:24,45.65255015,13.78399617,9.94,80.323,,1.240,265,21,42,,
T,2024-03-09 20:31:25,45.65254370,13.78397664,9.94,80.675,,1.260,255,21,42,,
T,2024-03-09 20:31:26,45.65253851,13.78395535,9.94,81.214,,1.280,261,21,42,,
T,2024-03-09 20:31:27,45.65253342,13.78393520,9.94,82.099,,1.270,257,21,42,,
T,2024-03-09 20:31:28,45.65252704,13.78391825,9.94,82.645,,1.240,246,19,42,,
T,2024-03-09 20:31:29,45.65252229,13.78390349,9.94,83.600,,1.100,251,20,42,,
T,2024-03-09 20:31:30,45.65251590,13.78388635,9.94,83.573,,1.250,252,20,42,,
T,2024-03-09 20:31:31,45.65251177,13.78386969,9.94,83.060,,1.270,253,20,42,,
T,2024-03-09 20:31:32,45.65251340,13.78384931,9.94,82.147,,1.490,283,20,42,,
T,2024-03-09 20:31:33,45.65251038,13.78382905,9.94,82.283,,1.350,263,20,42,,
T,2024-03-09 20:31:34,45.65250192,13.78381119,9.94,82.892,,1.350,250,20,42,,
T,2024-03-09 20:31:35,45.65249523,13.78379482,9.94,83.814,,1.310,249,20,42,,
T,2024-03-09 20:31:36,45.65249314,13.78377646,9.94,82.465,,1.480,279,20,42,,
T,2024-03-09 20:31:37,45.65248942,13.78375795,9.94,82.892,,1.340,260,21,42,,
T,2024-03-09 20:31:38,45.65248714,13.78374300,9.94,82.899,,1.220,277,21,42,,
T,2024-03-09 20:31:39,45.65249171,13.78372631,9.94,82.629,,1.420,303,21,42,,
T,2024-03-09 20:31:40,45.65248853,13.78370750,9.94,82.600,,1.600,263,21,42,,
T,2024-03-09 20:31:41,45.65248362,13.78369156,9.94,82.148,,1.290,251,20,42,,
T,2024-03-09 20:31:42,45.65247823,13.78367783,9.94,80.685,,1.290,252,20,42,,
T,2024-03-09 20:31:43,45.65246995,13.78366535,9.94,80.163,,1.340,235,19,42,,
T,2024-03-09 20:31:44,45.65246219,13.78365323,9.94,79.166,,1.270,240,18,42,,
T,2024-03-09 20:31:45,45.65245768,13.78363683,9.94,78.420,,1.370,259,17,42,,
T,2024-03-09 20:31:46,45.65245406,13.78362220,9.94,77.826,,1.320,263,17,42,,
T,2024-03-09 20:31:47,45.65244955,13.78360921,9.94,76.424,,1.230,260,16,42,,
T,2024-03-09 20:31:48,45.65244255,13.78359683,9.94,75.669,,1.290,255,16,42,,
T,2024-03-09 20:31:49,45.65243103,13.78358417,9.94,74.644,,1.410,239,16,42,,
T,2024-03-09 20:31:50,45.65242412,13.78356983,9.94,73.584,,1.260,253,18,42,,
T,2024-03-09 20:31:51,45.65241680,13.78355642,9.94,73.627,,1.310,244,18,42,,
T,2024-03-09 20:31:52,45.65240941,13.78354483,9.94,74.024,,1.270,235,18,41,,
T,2024-03-09 20:31:53,45.65240616,13.78352621,9.94,74.069,,1.390,259,19,41,,
T,2024-03-09 20:31:54,45.65240572,13.78350523,9.94,73.519,,1.290,264,19,41,,
T,2024-03-09 20:31:55,45.65240118,13.78348864,9.94,74.161,,1.490,236,19,41,,
T,2024-03-09 20:31:56,45.65239642,13.78347106,9.94,73.315,,1.280,242,19,41,,
T,2024-03-09 20:31:57,45.65239306,13.78345354,9.94,73.588,,1.260,238,19,41,,
T,2024-03-09 20:31:58,45.65239184,13.78343474,9.94,75.292,,1.350,252,19,41,,
T,2024-03-09 20:31:59,45.65239146,13.78341719,9.94,75.051,,1.210,251,20,41,,
T,2024-03-09 20:32:00,45.65239009,13.78340037,9.94,75.774,,1.280,253,20,41,,
T,2024-03-09 20:32:01,45.65239015,13.78338412,9.94,75.759,,1.260,253,20,41,,
T,2024-03-09 20:32:02,45.65238545,13.78336947,9.94,75.426,,1.380,229,20,41,,
T,2024-03-09 20:32:03,45.65238185,13.78335192,9.94,76.658,,1.290,240,20,41,,
T,2024-03-09 20:32:04,45.65237975,13.78333301,9.94,75.538,,1.260,246,20,41,,
T,2024-03-09 20:32:05,45.65237837,13.78331300,9.94,75.657,,1.250,240,19,41,,
T,2024-03-09 20:32:06,45.65237780,13.78329314,9.94,76.061,,1.220,241,19,41,,
T,2024-03-09 20:32:07,45.65237941,13.78327594,9.94,76.388,,1.360,267,19,41,,
T,2024-03-09 20:32:08,45.65237666,13.78326061,9.94,76.725,,1.290,249,19,41,,
T,2024-03-09 20:32:09,45.65237656,13.78324589,9.96,76.125,,1.220,256,19,41,,
T,2024-03-09 20:32:10,45.65237702,13.78323128,9.96,74.455,,1.230,259,19,41,,
T,2024-03-09 20:32:11,45.65238001,13.78321597,10.01,74.680,,1.280,277,19,41,,
T,2024-03-09 20:32:12,45.65237813,13.78319893,9.95,75.006,,1.210,268,20,41,,
T,2024-03-09 20:32:13,45.65237810,13.78318427,9.94,74.339,,1.180,280,20,41,,
T,2024-03-09 20:32:14,45.65237735,13.78317123,9.94,74.305,,1.130,284,20,41,,
T,2024-03-09 20:32:15,45.65237403,13.78315860,9.94,74.945,,1.140,272,19,41,,
T,2024-03-09 20:32:16,45.65236697,13.78314780,9.95,75.675,,1.210,242,19,41,,
T,2024-03-09 20:32:17,45.65236112,13.78313859,9.94,76.401,,0.990,230,19,41,,
T,2024-03-09 20:32:18,45.65235421,13.78313294,9.94,76.869,,1.000,212,18,41,,
T,2024-03-09 20:32:19,45.65235520,13.78313662,9.94,77.004,,0.000,,18,41,,
T,2024-03-09 20:32:20,45.65235584,13.78313783,9.94,77.008,,0.000,,18,41,,
T,2024-03-09 20:32:21,45.65235599,13.78313807,9.94,77.010,,0.000,,18,41,,
T,2024-03-09 20:32:22,45.65235601,13.78313811,9.94,77.011,,0.000,,19,41,,
T,2024-03-09 20:32:23,45.65235600,13.78313810,9.94,77.015,,0.000,,20,41,,
T,2024-03-09 20:32:24,45.65235595,13.78313807,9.94,77.031,,0.000,,19,42,,
T,2024-03-09 20:32:25,45.65235776,13.78313471,9.94,76.517,,0.350,299,20,42,,
T,2024-03-09 20:32:26,45.65235814,13.78313437,9.94,76.514,,0.000,,20,42,,
T,2024-03-09 20:32:27,45.65235811,13.78313457,9.94,76.513,,0.000,,20,42,,
T,2024-03-09 20:32:28,45.65235805,13.78313465,9.94,76.526,,0.000,,20,42,,
T,2024-03-09 20:32:29,45.65235800,13.78313468,9.94,76.537,,0.000,,20,42,,
T,2024-03-09 20:32:30,45.65235796,13.78313471,9.94,76.540,,0.000,,19,42,,
T,2024-03-09 20:32:31,45.65235514,13.78312720,9.94,76.199,,0.740,244,18,42,,
T,2024-03-09 20:32:32,45.65234569,13.78311721,9.94,76.170,,1.290,222,18,41,,
T,2024-03-09 20:32:33,45.65234085,13.78310526,9.94,76.194,,1.250,251,18,41,,
T,2024-03-09 20:32:34,45.65233836,13.78309376,9.94,75.420,,1.080,257,18,41,,
T,2024-03-09 20:32:35,45.65233563,13.78307767,9.94,74.805,,1.310,278,18,41,,
T,2024-03-09 20:32:36,45.65232928,13.78306082,9.94,75.146,,1.400,255,19,41,,
T,2024-03-09 20:32:37,45.65232359,13.78304551,9.94,74.867,,1.270,253,19,40,,
T,2024-03-09 20:32:38,45.65231737,13.78303028,9.94,74.955,,1.310,249,19,40,,
T,2024-03-09 20:32:39,45.65231166,13.78301743,9.94,74.207,,1.340,260,20,40,,
T,2024-03-09 20:32:40,45.65230849,13.78300181,9.94,74.974,,1.360,265,20,40,,
T,2024-03-09 20:32:41,45.65229741,13.78298754,9.94,75.714,,1.660,227,20,40,,
T,2024-03-09 20:32:42,45.65229270,13.78296951,9.94,75.918,,1.470,253,19,40,,
T,2024-03-09 20:32:43,45.65229011,13.78295169,9.94,76.486,,1.320,255,19,40,,
T,2024-03-09 20:32:44,45.65228653,13.78293882,9.94,75.094,,1.290,236,20,40,,
T,2024-03-09 20:32:45,45.65228465,13.78292078,9.94,73.456,,1.330,252,20,40,,
T,2024-03-09 20:32:46,45.65228365,13.78290014,9.94,72.755,,1.300,249,20,40,,
T,2024-03-09 20:32:47,45.65228327,13.78288280,9.94,71.825,,1.350,250,22,40,,
T,2024-03-09 20:32:48,45.65227856,13.78286772,9.94,71.278,,1.320,236,21,40,,
T,2024-03-09 20:32:49,45.65228139,13.78284708,9.94,70.739,,1.420,263,21,40,,
T,2024-03-09 20:32:50,45.65228798,13.78282950,9.94,71.706,,1.400,279,20,40,,
T,2024-03-09 20:32:51,45.65229123,13.78281174,9.94,71.611,,1.270,267,21,40,,
T,2024-03-09 20:32:52,45.65229323,13.78279465,9.94,72.545,,1.240,276,21,40,,
T,2024-03-09 20:32:53,45.65228649,13.78277636,9.94,73.171,,1.640,237,20,40,,
T,2024-03-09 20:32:54,45.65228683,13.78275641,9.94,72.922,,1.540,272,20,42,,
T,2024-03-09 20:32:55,45.65228482,13.78273897,9.94,73.361,,1.330,255,20,42,,
T,2024-03-09 20:32:56,45.65228255,13.78271970,9.94,73.167,,1.240,254,21,42,,
T,2024-03-09 20:32:57,45.65228072,13.78270243,9.94,73.393,,1.280,260,21,42,,
T,2024-03-09 20:32:58,45.65227578,13.78268354,9.94,72.599,,1.280,259,21,42,,
T,2024-03-09 20:32:59,45.65227196,13.78266266,9.94,73.712,,1.300,253,21,42,,
T,2024-03-09 20:33:00,45.65227270,13.78264116,9.94,73.453,,1.430,275,21,42,,
T,2024-03-09 20:33:01,45.65226488,13.78262114,9.94,73.279,,1.690,232,21,42,,
T,2024-03-09 20:33:02,45.65226078,13.78260265,9.94,73.496,,1.320,243,21,42,,
T,2024-03-09 20:33:03,45.65225783,13.78258420,9.94,73.113,,1.290,248,21,42,,
T,2024-03-09 20:33:04,45.65225466,13.78256728,9.94,72.682,,1.310,248,21,42,,
T,2024-03-09 20:33:05,45.65225370,13.78255018,9.94,73.508,,1.340,257,21,42,,
T,2024-03-09 20:33:06,45.65225217,13.78253214,9.94,72.831,,1.330,257,21,42,,
T,2024-03-09 20:33:07,45.65225161,13.78251577,9.94,72.999,,1.360,269,21,42,,
T,2024-03-09 20:33:08,45.65225048,13.78249939,9.94,73.155,,1.330,264,20,42,,
T,2024-03-09 20:33:09,45.65224710,13.78248126,9.94,73.330,,1.360,255,21,42,,
T,2024-03-09 20:33:10,45.65224484,13.78246296,9.94,72.597,,1.340,260,21,42,,
T,2024-03-09 20:33:11,45.65224043,13.78244272,9.94,72.341,,1.410,241,21,42,,
T,2024-03-09 20:33:12,45.65223681,13.78242305,9.94,71.043,,1.400,257,21,42,,
T,2024-03-09 20:33:13,45.65223005,13.78240587,9.94,69.419,,1.370,240,21,42,,
T,2024-03-09 20:33:14,45.65222470,13.78238792,9.94,69.756,,1.360,250,21,42,,
T,2024-03-09 20:33:15,45.65222289,13.78236912,9.94,69.194,,1.380,255,21,42,,
T,2024-03-09 20:33:16,45.65221843,13.78235252,9.94,69.047,,1.380,252,21,42,,
T,2024-03-09 20:33:17,45.65221311,13.78233581,9.94,68.406,,1.390,252,21,42,,
T,2024-03-09 20:33:18,45.65220266,13.78232189,9.94,67.322,,1.410,240,21,42,,
T,2024-03-09 20:33:19,45.65219411,13.78230720,9.94,68.479,,1.380,241,22,42,,
T,2024-03-09 20:33:20,45.65218900,13.78229120,9.94,68.925,,1.350,256,22,42,,
T,2024-03-09 20:33:21,45.65217908,13.78227444,9.94,69.504,,1.600,224,22,42,,
T,2024-03-09 20:33:22,45.65217538,13.78225887,9.94,69.738,,1.400,244,22,42,,
T,2024-03-09 20:33:23,45.65217244,13.78224233,9.94,70.647,,1.320,245,22,42,,
T,2024-03-09 20:33:24,45.65217444,13.78222240,9.94,70.717,,1.510,272,22,42,,
T,2024-03-09 20:33:25,45.65217093,13.78220521,9.94,71.188,,1.440,246,21,42,,
T,2024-03-09 20:33:26,45.65216669,13.78218935,9.94,70.362,,1.320,241,20,41,,
T,2024-03-09 20:33:27,45.65216449,13.78217243,9.94,68.988,,1.260,244,19,41,,
T,2024-03-09 20:33:28,45.65216268,13.78215299,9.94,68.724,,1.320,258,20,41,,
T,2024-03-09 20:33:29,45.65215866,13.78213635,9.94,68.396,,1.320,243,20,41,,
T,2024-03-09 20:33:30,45.65215577,13.78211934,9.94,69.867,,1.310,250,19,41,,
T,2024-03-09 20:33:31,45.65215318,13.78210112,9.94,70.530,,1.260,252,19,41,,
T,2024-03-09 20:33:32,45.65215214,13.78208065,9.94,71.349,,1.250,255,20,42,,
T,2024-03-09 20:33:33,45.65214722,13.78206574,9.94,71.409,,1.430,222,20,42,,
T,2024-03-09 20:33:34,45.65214498,13.78204988,9.94,72.039,,1.300,241,19,42,,
T,2024-03-09 20:33:35,45.65214393,13.78203206,9.94,72.081,,1.290,250,19,42,,
T,2024-03-09 20:33:36,45.65214372,13.78201389,9.94,72.112,,1.330,270,19,42,,
T,2024-03-09 20:33:37,45.65214301,13.78199728,9.94,72.488,,1.200,263,19,42,,
T,2024-03-09 20:33:38,45.65214458,13.78198169,9.94,72.898,,1.260,282,19,42,,
T,2024-03-09 20:33:39,45.65214601,13.78196521,9.94,74.440,,1.230,270,20,42,,
T,2024-03-09 20:33:40,45.65214154,13.78194619,9.94,74.025,,1.370,242,21,42,,
T,2024-03-09 20:33:41,45.65213871,13.78192874,9.94,74.126,,1.250,255,21,42,,
T,2024-03-09 20:33:42,45.65213853,13.78191306,9.94,73.813,,1.210,261,21,42,,
T,2024-03-09 20:33:43,45.65213782,13.78189528,9.94,75.106,,1.280,274,21,42,,
T,2024-03-09 20:33:44,45.65213506,13.78187867,9.94,74.621,,1.220,255,21,42,,
T,2024-03-09 20:33:45,45.65212773,13.78186133,9.94,73.778,,1.290,237,21,42,,
T,2024-03-09 20:33:46,45.65212439,13.78184468,9.94,72.026,,1.220,257,19,42,,
